collection_num	cookie_num	name	value	domain	path	expires	size	httponly	secure	samesite	raw_cookie
53	20	uuid	defb4c66-4f27-4f5c-bb6d-6867e2157d77-20220213 07:57:50	.innovid.com	/	1652533070.45676	58	0	1	None	{'domain': '.innovid.com', 'expires': 1652533070.456759, 'httpOnly': False, 'name': 'uuid', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'None', 'secure': True, 'session': False, 'size': 58, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'defb4c66-4f27-4f5c-bb6d-6867e2157d77-20220213 07:57:50'}
53	21	d	EAoBCQG3JYEA	.quantserve.com	/	1652533070.45834	13	0	1	None	{'domain': '.quantserve.com', 'expires': 1652533070.458339, 'httpOnly': False, 'name': 'd', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'None', 'secure': True, 'session': False, 'size': 13, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'EAoBCQG3JYEA'}
53	22	mc	6209004e-66550-b20b5-6ae3e	.quantserve.com	/	1678971470.45836	28	0	1	None	{'domain': '.quantserve.com', 'expires': 1678971470.458363, 'httpOnly': False, 'name': 'mc', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'None', 'secure': True, 'session': False, 'size': 28, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '6209004e-66550-b20b5-6ae3e'}
53	23	sspid	51d5b292-4d44-3ef4-8a8e-a0f53a69712c	.aralego.com	/	1676293073.48209	41	0	1	None	{'domain': '.aralego.com', 'expires': 1676293073.482086, 'httpOnly': False, 'name': 'sspid', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'None', 'secure': True, 'session': False, 'size': 41, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '51d5b292-4d44-3ef4-8a8e-a0f53a69712c'}
53	24	__gads	ID=c8cfd2e866826eb8:T=1644757068:S=ALNI_MaJ-uNidan6WOQgzLQxZjGILHDrMA	.i3investor.com	/	1678453068	75	0	0	None	{'domain': '.i3investor.com', 'expires': 1678453068, 'httpOnly': False, 'name': '__gads', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 75, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'ID=c8cfd2e866826eb8:T=1644757068:S=ALNI_MaJ-uNidan6WOQgzLQxZjGILHDrMA'}
54	0	_ga	GA1.3.1992133699.1644757108	.rmutp.ac.th	/	1707829107	30	0	0	None	{'domain': '.rmutp.ac.th', 'expires': 1707829107, 'httpOnly': False, 'name': '_ga', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 30, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'GA1.3.1992133699.1644757108'}
54	1	_gid	GA1.3.2116489160.1644757108	.rmutp.ac.th	/	1644843507	31	0	0	None	{'domain': '.rmutp.ac.th', 'expires': 1644843507, 'httpOnly': False, 'name': '_gid', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 31, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'GA1.3.2116489160.1644757108'}
55	0	_ga	GA1.3.1992133699.1644757108	.rmutp.ac.th	/	1707829107	30	0	0	None	{'domain': '.rmutp.ac.th', 'expires': 1707829107, 'httpOnly': False, 'name': '_ga', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 30, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'GA1.3.1992133699.1644757108'}
55	1	_gid	GA1.3.2116489160.1644757108	.rmutp.ac.th	/	1644843507	31	0	0	None	{'domain': '.rmutp.ac.th', 'expires': 1644843507, 'httpOnly': False, 'name': '_gid', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 31, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'GA1.3.2116489160.1644757108'}
56	0	_ga	GA1.3.1298108820.1644757199	.rmutp.ac.th	/	1707829199	30	0	0	None	{'domain': '.rmutp.ac.th', 'expires': 1707829199, 'httpOnly': False, 'name': '_ga', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 30, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'GA1.3.1298108820.1644757199'}
56	1	_gid	GA1.3.1742764588.1644757199	.rmutp.ac.th	/	1644843599	31	0	0	None	{'domain': '.rmutp.ac.th', 'expires': 1644843599, 'httpOnly': False, 'name': '_gid', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 31, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'GA1.3.1742764588.1644757199'}
56	2	_gat	1	.rmutp.ac.th	/	1644757259	5	0	0	None	{'domain': '.rmutp.ac.th', 'expires': 1644757259, 'httpOnly': False, 'name': '_gat', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 5, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '1'}
56	3	cookie_notice_accepted	true	www.rmutp.ac.th	/	1676293202	26	0	1	None	{'domain': 'www.rmutp.ac.th', 'expires': 1676293202, 'httpOnly': False, 'name': 'cookie_notice_accepted', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': True, 'session': False, 'size': 26, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'true'}
57	0	homepage_mode_unlogged	popularne	.zszywka.pl	/	1676206918.38223	31	0	0	None	{'domain': '.zszywka.pl', 'expires': 1676206918.382229, 'httpOnly': False, 'name': 'homepage_mode_unlogged', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 31, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'popularne'}
57	1	NID	511=eL9CdATqRr8yC97i3vl6nnw8GawRuGz2PehAOmSlO7ERactqe0G8Me-tHJHvyCKRoi3NMAHGwkqSCn2b8JfoX5HGYREq8XgXgPJYbegK5mzySOSZcxnTGnDOkoWEqZ7viyIvwx9G6mLIUM8qbJqKjjBbjMeYokAW8y6i41UQ-dc	.google.com	/	1660568518.49224	178	1	1	None	{'domain': '.google.com', 'expires': 1660568518.492235, 'httpOnly': True, 'name': 'NID', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'None', 'secure': True, 'session': False, 'size': 178, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '511=eL9CdATqRr8yC97i3vl6nnw8GawRuGz2PehAOmSlO7ERactqe0G8Me-tHJHvyCKRoi3NMAHGwkqSCn2b8JfoX5HGYREq8XgXgPJYbegK5mzySOSZcxnTGnDOkoWEqZ7viyIvwx9G6mLIUM8qbJqKjjBbjMeYokAW8y6i41UQ-dc'}
57	2	_ga	GA1.2.367040940.1644757319	.zszywka.pl	/	1707829318	29	0	0	None	{'domain': '.zszywka.pl', 'expires': 1707829318, 'httpOnly': False, 'name': '_ga', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 29, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'GA1.2.367040940.1644757319'}
57	3	_gid	GA1.2.1621692630.1644757319	.zszywka.pl	/	1644843718	31	0	0	None	{'domain': '.zszywka.pl', 'expires': 1644843718, 'httpOnly': False, 'name': '_gid', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 31, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'GA1.2.1621692630.1644757319'}
57	4	uid	65e49ba5-af90-48f4-b044-530df613dab7	.criteo.com	/	1678453318.82756	39	0	1	None	{'domain': '.criteo.com', 'expires': 1678453318.827556, 'httpOnly': False, 'name': 'uid', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'None', 'secure': True, 'session': False, 'size': 39, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '65e49ba5-af90-48f4-b044-530df613dab7'}
57	5	cto_bundle	qDXKkV9uMVBUY2d3ODBMRkYxbFBlaVliRTZyNCUyRk1YaVJlSzZ5VlJlanZJbWRpZmJJNiUyRlh2dVVyaUFzMXdncWo2SWszVzd5Yml3ZUxHWmNSRUdlYktZbHZ0czlLaiUyRnNTYkFacEp4S1gzRHpjSGhuVWtmTEtIalFTZUFKd0pOVDNEVnI1MGdqTDBtJTJCa2RUaTh5WFoydEJBRlhEQSUzRCUzRA	.zszywka.pl	/	1678453318	236	0	0	None	{'domain': '.zszywka.pl', 'expires': 1678453318, 'httpOnly': False, 'name': 'cto_bundle', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 236, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'qDXKkV9uMVBUY2d3ODBMRkYxbFBlaVliRTZyNCUyRk1YaVJlSzZ5VlJlanZJbWRpZmJJNiUyRlh2dVVyaUFzMXdncWo2SWszVzd5Yml3ZUxHWmNSRUdlYktZbHZ0czlLaiUyRnNTYkFacEp4S1gzRHpjSGhuVWtmTEtIalFTZUFKd0pOVDNEVnI1MGdqTDBtJTJCa2RUaTh5WFoydEJBRlhEQSUzRCUzRA'}
57	6	__gads	ID=d2cc97751ff4d9b1-2223fe25d6cf007a:T=1644757318:RT=1644757318:S=ALNI_MYtwm7aawi7ofb74stq23PzME8OkQ	.zszywka.pl	/	1678453318	106	0	0	None	{'domain': '.zszywka.pl', 'expires': 1678453318, 'httpOnly': False, 'name': '__gads', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 106, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'ID=d2cc97751ff4d9b1-2223fe25d6cf007a:T=1644757318:RT=1644757318:S=ALNI_MYtwm7aawi7ofb74stq23PzME8OkQ'}
57	7	__gfp_64b	1bghgYPwlM_cm6QCBua8UoQRil7aXwM8qrxMhlnUdoz.57|1644757318	.zszywka.pl	/	1678885319	66	0	0	None	{'domain': '.zszywka.pl', 'expires': 1678885319, 'httpOnly': False, 'name': '__gfp_64b', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 66, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '1bghgYPwlM_cm6QCBua8UoQRil7aXwM8qrxMhlnUdoz.57|1644757318'}
57	8	IDE	AHWqTUmlrDU_J1I5k4Ec-E_wwW1_K4lXGbARKsX9uEWUmpn_Us5Zosyf5GOMlbY3e7o	.doubleclick.net	/	1678453319.48986	70	1	1	None	{'domain': '.doubleclick.net', 'expires': 1678453319.489863, 'httpOnly': True, 'name': 'IDE', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'None', 'secure': True, 'session': False, 'size': 70, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'AHWqTUmlrDU_J1I5k4Ec-E_wwW1_K4lXGbARKsX9uEWUmpn_Us5Zosyf5GOMlbY3e7o'}
57	9	DSID	NO_DATA	.doubleclick.net	/	1644760919.59613	11	1	1	None	{'domain': '.doubleclick.net', 'expires': 1644760919.59613, 'httpOnly': True, 'name': 'DSID', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'None', 'secure': True, 'session': False, 'size': 11, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'NO_DATA'}
57	10	Gdyn	KlS3YMaGQMQGa8Kpst9BaaMissGM91FoL6nxmG8yPInny6aiGsRP0QlGvGGprFg8SmGT8SpGDlUUgVXoaQG.	.hit.gemius.pl	/	1678885356.82428	88	0	1	None	{'domain': '.hit.gemius.pl', 'expires': 1678885356.824277, 'httpOnly': False, 'name': 'Gdyn', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'None', 'secure': True, 'session': False, 'size': 88, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'KlS3YMaGQMQGa8Kpst9BaaMissGM91FoL6nxmG8yPInny6aiGsRP0QlGvGGprFg8SmGT8SpGDlUUgVXoaQG.'}
58	0	homepage_mode_unlogged	popularne	.zszywka.pl	/	1676206918.38223	31	0	0	None	{'domain': '.zszywka.pl', 'expires': 1676206918.382229, 'httpOnly': False, 'name': 'homepage_mode_unlogged', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 31, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'popularne'}
58	1	NID	511=eL9CdATqRr8yC97i3vl6nnw8GawRuGz2PehAOmSlO7ERactqe0G8Me-tHJHvyCKRoi3NMAHGwkqSCn2b8JfoX5HGYREq8XgXgPJYbegK5mzySOSZcxnTGnDOkoWEqZ7viyIvwx9G6mLIUM8qbJqKjjBbjMeYokAW8y6i41UQ-dc	.google.com	/	1660568518.49224	178	1	1	None	{'domain': '.google.com', 'expires': 1660568518.492235, 'httpOnly': True, 'name': 'NID', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'None', 'secure': True, 'session': False, 'size': 178, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '511=eL9CdATqRr8yC97i3vl6nnw8GawRuGz2PehAOmSlO7ERactqe0G8Me-tHJHvyCKRoi3NMAHGwkqSCn2b8JfoX5HGYREq8XgXgPJYbegK5mzySOSZcxnTGnDOkoWEqZ7viyIvwx9G6mLIUM8qbJqKjjBbjMeYokAW8y6i41UQ-dc'}
58	2	_ga	GA1.2.367040940.1644757319	.zszywka.pl	/	1707829318	29	0	0	None	{'domain': '.zszywka.pl', 'expires': 1707829318, 'httpOnly': False, 'name': '_ga', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 29, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'GA1.2.367040940.1644757319'}
58	3	_gid	GA1.2.1621692630.1644757319	.zszywka.pl	/	1644843718	31	0	0	None	{'domain': '.zszywka.pl', 'expires': 1644843718, 'httpOnly': False, 'name': '_gid', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 31, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'GA1.2.1621692630.1644757319'}
58	4	uid	65e49ba5-af90-48f4-b044-530df613dab7	.criteo.com	/	1678453318.82756	39	0	1	None	{'domain': '.criteo.com', 'expires': 1678453318.827556, 'httpOnly': False, 'name': 'uid', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'None', 'secure': True, 'session': False, 'size': 39, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '65e49ba5-af90-48f4-b044-530df613dab7'}
58	5	cto_bundle	qDXKkV9uMVBUY2d3ODBMRkYxbFBlaVliRTZyNCUyRk1YaVJlSzZ5VlJlanZJbWRpZmJJNiUyRlh2dVVyaUFzMXdncWo2SWszVzd5Yml3ZUxHWmNSRUdlYktZbHZ0czlLaiUyRnNTYkFacEp4S1gzRHpjSGhuVWtmTEtIalFTZUFKd0pOVDNEVnI1MGdqTDBtJTJCa2RUaTh5WFoydEJBRlhEQSUzRCUzRA	.zszywka.pl	/	1678453318	236	0	0	None	{'domain': '.zszywka.pl', 'expires': 1678453318, 'httpOnly': False, 'name': 'cto_bundle', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 236, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'qDXKkV9uMVBUY2d3ODBMRkYxbFBlaVliRTZyNCUyRk1YaVJlSzZ5VlJlanZJbWRpZmJJNiUyRlh2dVVyaUFzMXdncWo2SWszVzd5Yml3ZUxHWmNSRUdlYktZbHZ0czlLaiUyRnNTYkFacEp4S1gzRHpjSGhuVWtmTEtIalFTZUFKd0pOVDNEVnI1MGdqTDBtJTJCa2RUaTh5WFoydEJBRlhEQSUzRCUzRA'}
58	6	__gads	ID=d2cc97751ff4d9b1-2223fe25d6cf007a:T=1644757318:RT=1644757318:S=ALNI_MYtwm7aawi7ofb74stq23PzME8OkQ	.zszywka.pl	/	1678453318	106	0	0	None	{'domain': '.zszywka.pl', 'expires': 1678453318, 'httpOnly': False, 'name': '__gads', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 106, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'ID=d2cc97751ff4d9b1-2223fe25d6cf007a:T=1644757318:RT=1644757318:S=ALNI_MYtwm7aawi7ofb74stq23PzME8OkQ'}
58	7	__gfp_64b	1bghgYPwlM_cm6QCBua8UoQRil7aXwM8qrxMhlnUdoz.57|1644757318	.zszywka.pl	/	1678885319	66	0	0	None	{'domain': '.zszywka.pl', 'expires': 1678885319, 'httpOnly': False, 'name': '__gfp_64b', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 66, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '1bghgYPwlM_cm6QCBua8UoQRil7aXwM8qrxMhlnUdoz.57|1644757318'}
58	8	IDE	AHWqTUmlrDU_J1I5k4Ec-E_wwW1_K4lXGbARKsX9uEWUmpn_Us5Zosyf5GOMlbY3e7o	.doubleclick.net	/	1678453319.48986	70	1	1	None	{'domain': '.doubleclick.net', 'expires': 1678453319.489863, 'httpOnly': True, 'name': 'IDE', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'None', 'secure': True, 'session': False, 'size': 70, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'AHWqTUmlrDU_J1I5k4Ec-E_wwW1_K4lXGbARKsX9uEWUmpn_Us5Zosyf5GOMlbY3e7o'}
58	9	DSID	NO_DATA	.doubleclick.net	/	1644760919.59613	11	1	1	None	{'domain': '.doubleclick.net', 'expires': 1644760919.59613, 'httpOnly': True, 'name': 'DSID', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'None', 'secure': True, 'session': False, 'size': 11, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'NO_DATA'}
58	10	Gdyn	KlxPeMGGQMQGa8Kpst9BaaMissGMY1ooL6nxmG8yPInny6aiGsRP0QlGvGGprFg8SmGT8SpGDlUUgVKaaQG.	.hit.gemius.pl	/	1678885411.7926	88	0	1	None	{'domain': '.hit.gemius.pl', 'expires': 1678885411.792596, 'httpOnly': False, 'name': 'Gdyn', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'None', 'secure': True, 'session': False, 'size': 88, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'KlxPeMGGQMQGa8Kpst9BaaMissGMY1ooL6nxmG8yPInny6aiGsRP0QlGvGGprFg8SmGT8SpGDlUUgVKaaQG.'}
58	11	euconsent-v2	CPUUuQAPUUuQAA9ACEENCACgAAAAAAAAAB5YAAAAAAAA	.zszywka.pl	/	1678453423.6291	56	0	1	None	{'domain': '.zszywka.pl', 'expires': 1678453423.629098, 'httpOnly': False, 'name': 'euconsent-v2', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'None', 'secure': True, 'session': False, 'size': 56, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'CPUUuQAPUUuQAA9ACEENCACgAAAAAAAAAB5YAAAAAAAA'}
59	0	homepage_mode_unlogged	popularne	.zszywka.pl	/	1676207048.49025	31	0	0	None	{'domain': '.zszywka.pl', 'expires': 1676207048.490249, 'httpOnly': False, 'name': 'homepage_mode_unlogged', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 31, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'popularne'}
59	1	NID	511=L_Bz01OFLycM3bUdwsIuIk3wPR606zSr-9TGyH3TBeTIKcaa2YrJMyqSwV79grnf17QkdbmSLKbCOESFNvaxFmxry7w6JSFuQ-I2fdTlCefjoo9k8fD6CcotTVybdqZeIEYygRdMo8f0isljRaKgAu4BQyXLizVDBqc8zBgK6Ck	.google.com	/	1660568648.58187	178	1	1	None	{'domain': '.google.com', 'expires': 1660568648.581874, 'httpOnly': True, 'name': 'NID', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'None', 'secure': True, 'session': False, 'size': 178, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '511=L_Bz01OFLycM3bUdwsIuIk3wPR606zSr-9TGyH3TBeTIKcaa2YrJMyqSwV79grnf17QkdbmSLKbCOESFNvaxFmxry7w6JSFuQ-I2fdTlCefjoo9k8fD6CcotTVybdqZeIEYygRdMo8f0isljRaKgAu4BQyXLizVDBqc8zBgK6Ck'}
59	2	_ga	GA1.2.664880719.1644757449	.zszywka.pl	/	1707829448	29	0	0	None	{'domain': '.zszywka.pl', 'expires': 1707829448, 'httpOnly': False, 'name': '_ga', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 29, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'GA1.2.664880719.1644757449'}
59	3	_gid	GA1.2.1187763287.1644757449	.zszywka.pl	/	1644843848	31	0	0	None	{'domain': '.zszywka.pl', 'expires': 1644843848, 'httpOnly': False, 'name': '_gid', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 31, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'GA1.2.1187763287.1644757449'}
59	4	_gat	1	.zszywka.pl	/	1644757508	5	0	0	None	{'domain': '.zszywka.pl', 'expires': 1644757508, 'httpOnly': False, 'name': '_gat', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 5, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '1'}
59	5	uid	80ad98d3-72bf-49f5-90e6-96d62ee71ca8	.criteo.com	/	1678453449.93898	39	0	1	None	{'domain': '.criteo.com', 'expires': 1678453449.938979, 'httpOnly': False, 'name': 'uid', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'None', 'secure': True, 'session': False, 'size': 39, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '80ad98d3-72bf-49f5-90e6-96d62ee71ca8'}
59	6	cto_bundle	ORaKrl93S2pGVUtUNFMyemNUU3VkcjBTN2poaEhMaWNyQUk5N2tjSXlqT3RFR3M5SW95SXRIMjZaUUU2UEdJTDhUJTJCcFlBYTl0ZVIxSmdGNjVjZ0xlZ0czQVJyeWZtMUZQdU0lMkJ4cCUyRjdnMzhJOFJOMkxNcmRLTVVidTJsNm5JTG5wT1VOMUF1MXpOQTFneWQzNTZmbnN2ZkpSc2clM0QlM0Q	.zszywka.pl	/	1678453448	233	0	0	None	{'domain': '.zszywka.pl', 'expires': 1678453448, 'httpOnly': False, 'name': 'cto_bundle', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 233, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'ORaKrl93S2pGVUtUNFMyemNUU3VkcjBTN2poaEhMaWNyQUk5N2tjSXlqT3RFR3M5SW95SXRIMjZaUUU2UEdJTDhUJTJCcFlBYTl0ZVIxSmdGNjVjZ0xlZ0czQVJyeWZtMUZQdU0lMkJ4cCUyRjdnMzhJOFJOMkxNcmRLTVVidTJsNm5JTG5wT1VOMUF1MXpOQTFneWQzNTZmbnN2ZkpSc2clM0QlM0Q'}
59	7	__gfp_64b	cskgmdvo3ukb38UPOU2I657k9mH_3el91A.OV2PQ7e7.P7|1644757448	.zszywka.pl	/	1678885449	66	0	0	None	{'domain': '.zszywka.pl', 'expires': 1678885449, 'httpOnly': False, 'name': '__gfp_64b', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'secure': False, 'session': False, 'size': 66, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'cskgmdvo3ukb38UPOU2I657k9mH_3el91A.OV2PQ7e7.P7|1644757448'}
59	8	Gtest	KlSN6RMGQMQGGjzOdRF5aaMissGMXP8c25nSG9LmN747XBG.	.hit.gemius.pl	/	1645362249.15269	53	0	1	None	{'domain': '.hit.gemius.pl', 'expires': 1645362249.152692, 'httpOnly': False, 'name': 'Gtest', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'None', 'secure': True, 'session': False, 'size': 53, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'KlSN6RMGQMQGGjzOdRF5aaMissGMXP8c25nSG9LmN747XBG.'}
59	9	Gdyn	Klx-YRaGQMQGGjzOdRF5aaMissGMXP8c25nSG9LmN747FRxSG7RrGS6GYo9BFlnMxgGPoeISD0F6Sssa	.hit.gemius.pl	/	1678885449.29894	84	0	1	None	{'domain': '.hit.gemius.pl', 'expires': 1678885449.298943, 'httpOnly': False, 'name': 'Gdyn', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'None', 'secure': True, 'session': False, 'size': 84, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'Klx-YRaGQMQGGjzOdRF5aaMissGMXP8c25nSG9LmN747FRxSG7RrGS6GYo9BFlnMxgGPoeISD0F6Sssa'}
59	10	euconsent-v2	CPUUuQAPUUuQAA9ACBENCACsAP_AAH_AAB5YIjNf_X__bX9j-_5_f_t0eY1P9_r3v-QzjhfNt-8F3L_W_L0X42E7NF36pq4KuR4Eu3LBIQFlHMHUTUmwaokVrzHsak2cpyNKJ7LEmnMZO2dYGHtPn9lDuYKY7_7___fz3j-v_t_-39T378X_3_d5_2---vCfV799zLv9____39nP___9v-_9____8EQwCTDUvIAuxLHBk2jSqFECMKwkKgFABRQDC0RWADg4KdlYBPqCFgAhNQEYEQIMQUYMAgAAAgCQiICQAsEAiAIgEAAIAUICEABEwCCwAsDAIABQDQsQAoABAkIMjgqOUwICJFooJbKxBKCvY0wgDLLACgURkVAAiUIIFgZCQsHMcASAlwskCzFC-QAA	.zszywka.pl	/	1678453451.57638	420	0	1	None	{'domain': '.zszywka.pl', 'expires': 1678453451.576381, 'httpOnly': False, 'name': 'euconsent-v2', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'None', 'secure': True, 'session': False, 'size': 420, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'CPUUuQAPUUuQAA9ACBENCACsAP_AAH_AAB5YIjNf_X__bX9j-_5_f_t0eY1P9_r3v-QzjhfNt-8F3L_W_L0X42E7NF36pq4KuR4Eu3LBIQFlHMHUTUmwaokVrzHsak2cpyNKJ7LEmnMZO2dYGHtPn9lDuYKY7_7___fz3j-v_t_-39T378X_3_d5_2---vCfV799zLv9____39nP___9v-_9____8EQwCTDUvIAuxLHBk2jSqFECMKwkKgFABRQDC0RWADg4KdlYBPqCFgAhNQEYEQIMQUYMAgAAAgCQiICQAsEAiAIgEAAIAUICEABEwCCwAsDAIABQDQsQAoABAkIMjgqOUwICJFooJbKxBKCvY0wgDLLACgURkVAAiUIIFgZCQsHMcASAlwskCzFC-QAA'}
59	11	spol_tg	eu%3Atrue%7Cip%3A185.109.168.72	.zszywka.pl	/	1644843851	38	0	1	None	{'domain': '.zszywka.pl', 'expires': 1644843851, 'httpOnly': False, 'name': 'spol_tg', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'None', 'secure': True, 'session': False, 'size': 38, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': 'eu%3Atrue%7Cip%3A185.109.168.72'}
59	12	spfp	2625e3ae07acea56d51f7a3675820fd4	.zszywka.pl	/	1647349451	36	0	1	None	{'domain': '.zszywka.pl', 'expires': 1647349451, 'httpOnly': False, 'name': 'spfp', 'path': '/', 'priority': 'Medium', 'sameParty': False, 'sameSite': 'None', 'secure': True, 'session': False, 'size': 36, 'sourcePort': 443, 'sourceScheme': 'Secure', 'value': '2625e3ae07acea56d51f7a3675820fd4'}
